,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BA,BA,BA,BA,BA,NVDA,NVDA,NVDA,NVDA,NVDA,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,GS,GS,GS,GS,GS,COP,COP,COP,COP,COP,GILD,GILD,GILD,GILD,GILD,CCOI,CCOI,CCOI,CCOI,CCOI,PG,PG,PG,PG,PG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17 00:00:00-04:00,159.75,160.87,159.23,160.47,16059637,1005.59,1011.47,1004.38,1008.99,1487100,256.02,259.05,256.02,258.57,1792575,197.09,198.9,196.35,197.72,10112393,283000.0,283000.0,279900.0,281080.0,169,244.44,244.89,235.19,236.09,5860461,49.7,49.935,49.32,49.73,2772828,80.0,80.71,79.56,80.24,5209400,49.65,50.0,49.15,49.9,151845,93.04,93.09,92.4,92.8,4160781
2017-10-18 00:00:00-04:00,160.42,160.71,159.6,159.77,13668418,1009.27,1022.31,996.55,996.99,1714126,258.47,260.73,254.57,260.01,1342680,198.1,198.14,193.32,197.54,12459872,281715.0,282130.0,280790.0,281640.0,126,236.87,242.65,236.87,242.02,3322005,49.75,50.18,49.555,49.71,5150559,80.26,80.84,79.76,80.02,5240238,50.05,50.2,49.6,49.7,202954,92.78,92.95,92.01,92.78,5978281
2017-10-19 00:00:00-04:00,156.75,157.08,155.02,155.98,32669974,990.33,991.05,980.24,986.6,1963364,258.98,259.1,253.84,259.02,1453197,194.44,198.0,192.4501,197.79,12283460,280500.0,280960.0,279700.0,280715.0,219,240.3,240.99,238.1,240.03,1917186,49.39,50.04,49.3,49.72,3103441,81.53,82.47,80.5102,81.61,12294550,49.65,50.05,47.8,48.41,128608,91.7,91.99,91.14,91.63,6497132
2017-10-20 00:00:00-04:00,156.61,157.75,155.96,156.25,18427186,993.53,994.62,982.0,982.91,1406057,260.36,264.8272,259.44,264.69,2860789,198.49,199.59,196.54,196.86,9450691,281780.0,283390.0,281460.0,283352.5,233,242.95,245.25,240.67,244.74,2310872,49.9,50.4,49.5601,50.25,4856606,81.83,81.95,80.45,81.21,7203471,48.89,50.5,47.88,49.65,204367,89.72,89.96,87.59,88.22,16520870
2017-10-23 00:00:00-04:00,156.89,157.69,155.5,156.2,16418890,986.73,986.775,962.5,966.34,2341953,265.13,265.98,262.14,262.35,2385662,197.7,198.85,195.8,196.62,9054036,283520.0,284575.0,283220.0,284198.0,218,244.39,245.33,241.381,242.16,1475595,50.28,50.75,49.93,50.27,3860560,81.25,81.32,80.09,80.17,5181910,49.85,50.2,49.025,49.3,142925,88.63,88.86,86.87,87.29,10177891
2017-10-24 00:00:00-04:00,156.29,157.42,156.2,157.09,14016780,969.0,979.85,965.0,976.0,1744834,263.42,267.21,263.24,266.05,3316040,196.99,198.74,195.94,198.67,8679881,284800.0,285950.0,284335.0,284490.0,260,243.6,246.25,243.0,244.87,1503543,50.48,51.32,50.42,50.995,6532059,80.18,80.38,78.8,80.09,5695051,49.65,50.1,49.2,49.9,158656,87.37,87.42,86.78,87.0,7370493
2017-10-25 00:00:00-04:00,156.91,157.55,155.27,156.41,16016689,978.0,984.44,966.24,972.91,2001000,264.78,266.0,254.5,258.4199,6031790,197.08,199.22,191.17,193.64,17900060,285350.0,285350.0,281600.0,283200.0,257,246.16,246.5,240.8,241.71,2072140,51.06,51.13,49.75,49.96,5799954,80.08,80.08,78.69,79.9,6835318,50.15,51.0,49.18,49.33,190010,86.9,87.11,86.28,86.83,6587502
2017-10-26 00:00:00-04:00,157.23,157.8295,156.78,157.42,12374254,980.33,982.9,968.55,972.54,2373669,259.72,261.44,257.31,259.27,2631747,194.91,196.16,193.81,195.59,6727585,284290.0,284640.0,281870.0,283155.0,240,242.33,244.0,241.53,241.72,1430800,50.39,51.77,49.79,51.45,6276649,78.44,79.5,77.0,77.84,9619233,49.42,51.6,49.13,51.45,138453,87.19,87.77,87.1,87.49,4597174
2017-10-27 00:00:00-04:00,159.29,163.6,158.7,163.03,36735155,1057.03,1105.58,1050.55,1100.99,11137045,258.26,259.4994,255.8,256.31,1955905,197.79,201.87,196.75,201.75,12112237,282699.9,282799.0,280660.0,282795.0,188,240.85,242.44,239.67,241.77,1354379,51.16,52.23,50.2,51.21,6605795,75.01,77.2,72.76,77.05,18999697,51.45,52.75,51.45,52.75,218586,87.53,87.53,86.45,87.03,5698218
2017-10-30 00:00:00-04:00,163.89,168.07,163.72,166.72,37107049,1095.42,1122.79,1093.56,1110.85,4459741,255.45,260.41,255.29,259.24,2151914,201.86,206.0899,201.22,203.76,10639517,282150.0,282790.0,281190.0,281835.0,230,240.1,242.59,239.53,240.86,1324530,51.39,51.8,50.885,51.38,5274061,76.1,76.93,75.25,75.98,9373807,52.55,52.55,51.675,52.4,291054,86.91,87.08,86.16,86.28,4220729
2017-10-31 00:00:00-04:00,167.9,169.6499,166.94,169.05,28536890,1109.0,1110.54,1101.12,1105.67,2289196,259.34,259.93,257.47,257.99,1710205,205.1,207.89,204.9,206.75,8234024,282100.0,282100.0,279690.0,280420.0,299,240.68,244.18,240.63,242.55,1962590,51.32,51.61,51.02,51.15,4697595,75.83,76.39,74.725,74.97,6716855,52.7,53.95,52.05,53.85,294315,86.49,86.5,85.72,86.33,4164033
2017-11-01 00:00:00-04:00,169.87,169.94,165.61,166.87,27873344,1105.4,1108.97,1096.74,1103.5,2493594,258.29,259.41,256.24,258.515,1924146,209.35,209.97,204.6,207.2,10623453,282200.0,282200.0,280120.0,280700.0,253,243.89,247.4,242.91,244.29,2326966,51.81,52.28,51.43,52.09,5148064,74.69,75.85,74.22,74.84,7326593,54.3,54.85,53.225,53.525,532151,86.33,87.14,86.11,86.89,3832084
2017-11-02 00:00:00-04:00,167.64,168.5,165.28,168.07,27624141,1097.81,1101.94,1086.87,1094.0,2529218,258.31,263.24,258.0,262.71,1844963,206.0,207.81,203.65,205.911,7002386,280000.0,283000.0,278930.0,283000.0,180,244.69,247.74,243.38,246.8,1849888,52.06,52.59,51.69,52.48,4381009,74.72,74.8,73.55,73.8,6007470,52.0,53.15,45.15,46.95,1497069,86.78,87.04,86.23,86.52,3835401
2017-11-03 00:00:00-04:00,174.0,174.26,171.12,172.48,48908582,1090.7,1112.68,1088.52,1111.55,2480553,262.42,263.79,260.08,261.69,1901432,207.1,208.68,205.341,208.68,7313486,282699.0,282699.0,280550.0,280710.0,112,245.37,246.28,243.19,244.35,1476595,52.37,53.27,51.99,52.96,6909649,73.55,73.85,72.83,73.46,6185226,44.5,46.25,41.1,41.24,1294872,86.78,87.16,86.46,86.59,3376783
2017-11-06 00:00:00-05:00,172.365,174.99,171.72,174.32,27765449,1109.15,1125.41,1108.77,1120.46,2163474,262.62,265.84,260.6,264.1,1912928,207.2,209.98,206.7,209.62,8039349,279629.7,281320.0,278000.0,280040.0,169,243.5,244.579,241.67,243.48,1160413,53.01,53.94,52.8,53.68,6589402,73.29,73.5,72.11,72.36,6513229,41.29,45.4,41.29,44.7,735885,86.55,86.64,86.03,86.05,3638055
2017-11-07 00:00:00-05:00,173.91,175.25,173.6,174.79,19694604,1124.74,1130.6,1117.5,1123.14,1781040,264.07,267.28,264.07,266.17,1991733,210.55,212.9,210.0556,212.01,8839439,281600.0,282290.0,278750.0,279360.97,192,243.94,244.98,238.84,239.7552,1650020,53.93,54.07,52.93,53.495,6144332,72.41,73.34,72.32,73.22,6277465,44.3,46.0,43.76,44.58,345152,86.04,87.0,85.42,86.97,4931733
2017-11-08 00:00:00-05:00,174.66,176.24,174.33,176.24,18728731,1122.23,1135.54,1119.11,1132.86,1687417,266.14,267.62,265.29,265.57,1799170,211.85,212.0,207.2401,209.1,11006552,279899.9,279899.9,276600.0,276890.0,253,239.2,242.32,237.55,241.18,1704486,54.1,54.22,53.16,53.54,6027955,73.32,73.37,72.72,73.09,4610766,44.25,46.3,44.1,46.3,210657,86.99,87.6,86.8,87.57,5248477
2017-11-09 00:00:00-05:00,175.28,176.095,173.14,175.87,23800788,1127.41,1129.62,1115.77,1129.0,2301337,265.01,266.75,259.5626,262.7,2461751,205.27,206.33,200.37,205.1592,16874352,276100.0,276895.0,272795.0,276810.0,379,239.51,242.367,237.84,240.79,1461087,53.27,53.65,52.83,53.53,5514714,73.04,73.42,72.62,73.03,4797886,45.75,46.5,45.3,45.8,229019,87.43,88.1698,87.3,87.78,4334396
2017-11-10 00:00:00-05:00,175.11,175.38,174.27,174.66,15442963,1125.5,1131.75,1124.06,1125.34,1384133,262.19,262.5,259.6,260.85,1178337,213.08,218.67,211.63,216.14,26394066,275281.0,275660.0,273212.75,275660.0,208,241.69,243.32,240.0,240.11,1318442,53.4,53.49,52.5,52.99,4230307,72.96,74.085,72.2,73.78,5575381,45.65,46.15,45.36,45.5,158351,87.99,88.39,87.78,88.18,4473108
2017-11-13 00:00:00-05:00,173.5,174.5,173.4,173.98,13706923,1123.0,1139.9,1122.34,1129.21,1977018,261.42,263.36,260.49,262.38,1692198,216.16,217.17,212.01,212.58,12217389,275200.0,277290.0,274815.0,276680.0,120,237.97,240.9,237.16,240.35,1307531,52.66,52.96,52.51,52.58,4481861,73.25,73.39,72.51,72.84,6411623,45.45,45.65,44.85,44.95,148663,88.67,89.41,88.63,89.0,5220025
2017-11-14 00:00:00-05:00,173.04,173.48,171.18,171.34,20215643,1130.11,1138.0,1123.89,1136.84,2112409,262.0,262.4,260.2,261.72,1639201,213.0,214.8,211.23,214.18,10728031,275570.0,275860.0,273930.0,274810.0,212,239.65,240.88,235.63,237.31,2295511,52.19,52.43,51.08,51.23,5582516,72.7,72.72,70.05,71.15,9039096,45.0,46.525,44.65,45.875,197478,88.74,89.045,88.47,88.87,3790578
2017-11-15 00:00:00-05:00,169.97,170.3197,168.38,169.09,23163666,1127.01,1131.75,1121.63,1127.09,2684046,261.42,264.77,260.15,262.9,1687698,211.95,212.0,207.8,209.98,10164281,273700.0,274110.0,272150.0,272850.0,218,234.97,238.15,233.55,237.57,1839500,50.74,51.17,49.95,50.5,5951417,70.63,72.1,70.53,71.84,6048177,45.7,46.0,43.76,44.39,188176,88.73,88.94,88.0,88.25,5116695
2017-11-16 00:00:00-05:00,171.18,171.87,170.3,171.1,17300298,1130.16,1138.16,1130.05,1136.95,1371136,263.76,265.04,263.34,263.7,1641498,212.98,214.2,211.25,211.59,8387164,273680.0,275200.0,272660.0,273120.0,125,238.38,240.69,238.2,239.4,1653857,50.4,50.65,50.08,50.22,4413909,71.75,72.6,71.25,72.41,6014841,44.37,46.55,44.17,46.4,187947,89.84,89.9,88.771,89.25,5669093
2017-11-17 00:00:00-05:00,171.04,171.39,169.64,170.11,17093245,1138.26,1138.8,1125.81,1129.87,1488470,262.82,263.74,262.03,262.25,1245182,214.03,215.35,210.75,211.31,10397432,272300.0,272540.0,270250.0,271480.0,277,238.86,239.08,237.12,238.01,2230865,50.24,50.52,50.0,50.12,3414909,72.32,72.62,72.12,72.43,3908578,46.35,46.95,45.95,46.925,153736,88.81,89.09,88.08,88.43,4322021
2017-11-20 00:00:00-05:00,170.29,170.56,169.56,169.99,11894851,1129.77,1133.42,1122.55,1126.56,1312262,263.0,265.6189,262.76,264.58,1494368,211.99,214.57,210.5,214.03,7795890,271640.0,272950.0,270800.0,272445.0,134,238.78,238.78,237.11,238.05,1429155,50.0,50.25,49.58,50.09,3300297,72.41,72.61,71.55,72.1452,3780899,47.05,48.65,46.95,48.55,209692,88.43,88.555,87.71,88.27,3930330
2017-11-21 00:00:00-05:00,170.78,173.7,170.78,173.13,18672611,1132.59,1140.0,1128.2,1139.58,1519825,266.24,267.0,263.46,266.97,1373794,215.65,216.52,214.4,216.01,8180305,272600.0,275257.5,272600.0,275000.0,313,239.41,239.59,237.54,237.99,1497959,50.27,50.735,49.67,50.0,4776011,72.07,72.84,71.82,72.52,4640522,48.7,49.075,46.35,46.45,576250,88.18,89.21,88.02,88.73,4241365
2017-11-22 00:00:00-05:00,173.44,175.0,173.05,174.94,18743511,1141.0,1160.27,1141.0,1156.16,2438232,267.0,267.48,262.48,265.13,916112,217.0,217.0,213.61,214.93,6770349,275050.0,275050.0,273390.0,274610.0,585,237.94,238.95,236.36,236.54,1629201,50.52,50.59,50.02,50.23,3699165,72.48,73.09,72.35,72.82,3476809,46.6,46.65,45.7,45.775,246017,88.5,88.91,88.06,88.34,3528464
2017-11-24 00:00:00-05:00,175.1,175.5,174.6459,174.96,9071079,1160.7,1186.84,1160.7,1186.41,2303646,265.26,266.57,264.5304,265.83,530592,215.59,217.0,214.6,216.95,3714405,274800.0,275220.0,274000.0,274500.0,154,237.42,238.56,235.55,235.91,1017748,50.45,50.87,50.4401,50.48,1956708,72.76,72.93,72.23,72.46,1451419,45.45,47.05,45.45,47.0,122773,88.59,88.96,88.42,88.45,1666755
2017-11-27 00:00:00-05:00,175.05,175.1,173.34,174.08,15534913,1202.66,1213.41,1191.15,1195.62,4493368,265.38,266.84,262.83,265.56,1001392,217.31,217.36,214.01,214.13,7142811,275000.0,276470.0,274450.0,276130.0,260,235.75,236.88,234.8,235.03,1281833,50.22,50.25,49.08,49.14,4966821,72.51,72.6,71.52,71.7,2983336,47.2,47.4,45.74,45.84,117626,88.33,89.095,88.15,88.95,3651334
2017-11-28 00:00:00-05:00,174.3,174.87,171.86,173.0,20125881,1204.6,1205.34,1188.52,1193.6,2980162,267.0,268.01,263.37,267.99,1339812,214.35,214.73,208.24,210.71,9996719,276540.0,281875.6,276540.0,281265.0,371,236.09,240.0,234.33,239.41,2485550,49.36,50.16,48.97,50.12,5376773,72.16,72.68,71.4,72.63,4475603,45.94,47.425,45.79,47.15,142026,89.48,89.52,88.91,89.41,3151332
2017-11-29 00:00:00-05:00,172.63,172.92,167.16,169.49,34373586,1194.8,1194.8,1145.19,1161.21,6484713,269.48,269.6807,265.66,269.281,1853355,210.11,210.15,191.23,196.37,29335169,281700.0,287900.0,281700.0,284900.0,543,241.25,244.47,240.4,241.36,3352786,49.92,50.8285,49.72,50.73,5949073,72.84,74.2,72.57,73.7,7154814,47.3,47.5,45.89,45.89,173773,89.4,89.81,89.03,89.38,3822137
2017-11-30 00:00:00-05:00,170.43,172.14,168.44,171.75,24465789,1167.1,1178.57,1160.0,1176.59,2669924,269.91,277.04,269.43,276.52,2651363,199.2,202.68,196.65,200.6,15991189,284650.0,291000.0,284650.0,289941.0,569,244.0,250.79,244.0,247.76,4382415,50.92,51.78,50.65,50.88,7994127,74.44,75.1025,73.75,74.69,6864775,46.08,47.2,45.64,46.9,155874,89.35,90.37,89.21,89.99,5070755
2017-12-01 00:00:00-05:00,169.9,171.67,168.5,171.0,28912970,1172.05,1179.65,1152.0,1161.83,2674294,277.51,278.73,270.6,271.42,3183876,199.49,200.13,192.47,197.68,13342114,290634.0,292170.0,284750.0,291805.0,479,249.15,250.68,244.01,248.92,3397839,51.51,52.47,51.23,51.73,5289026,74.44,75.61,73.5013,75.33,6393301,46.85,47.25,45.65,46.85,265278,90.18,90.53,89.12,90.34,5541688
2017-12-04 00:00:00-05:00,172.47,172.62,169.63,169.76,24866974,1173.85,1175.2,1128.0,1133.95,4091385,276.16,281.83,276.0,277.98,4026622,200.05,200.3,184.5,186.6577,23582363,294450.0,299080.0,294450.0,295750.0,561,254.89,254.9,250.01,250.6,2480064,51.87,52.36,51.25,51.27,5127349,75.45,75.58,72.91,73.07,6047322,46.9,47.6,45.25,45.35,195144,90.17,91.91,89.83,91.4,6158262
2017-12-05 00:00:00-05:00,169.33,171.52,168.4,169.65,21377668,1128.25,1159.27,1124.74,1141.58,2793610,279.01,279.44,274.86,275.57,1860824,182.4,192.7,180.58,187.7,18250266,297000.0,297000.0,293320.0,294240.0,442,250.8,251.35,247.41,248.31,1809138,51.23,51.695,51.11,51.24,3234917,73.19,74.03,72.72,73.29,5135537,45.25,46.0,44.1,44.7,230610,91.52,91.84,91.07,91.385,5012407
2017-12-06 00:00:00-05:00,167.5,170.2047,166.46,169.05,21545899,1138.58,1155.89,1136.08,1152.94,1827873,274.87,279.14,274.0046,278.34,1532099,185.78,190.14,184.84,189.246,9631154,293581.0,295130.0,292300.0,294240.0,197,247.23,248.075,245.13,245.9201,1635376,51.07,51.24,50.32,50.38,3535253,73.72,74.35,72.84,73.3,4381338,44.8,45.55,43.45,44.15,437492,91.5,91.78,91.07,91.27,4434045
2017-12-07 00:00:00-05:00,169.03,170.44,168.91,169.33,19450089,1156.59,1163.19,1151.0,1160.0,1593509,278.49,284.79,277.8,282.0,2760135,191.79,193.6,190.12,191.98,10212967,294000.0,295000.0,292580.0,294100.0,133,244.62,249.48,244.4,248.42,1799307,50.28,50.831,50.08,50.53,2954917,73.21,73.25,72.21,72.71,3986942,44.45,46.6,44.45,45.65,491580,91.05,91.065,89.89,90.1,5424341
2017-12-08 00:00:00-05:00,170.49,171.0,168.82,169.36,18039550,1170.4,1172.79,1157.1,1161.99,1901497,285.01,287.32,283.56,285.89,2841381,194.01,194.78,191.15,191.48,9181354,295320.0,295560.0,292910.0,294540.0,187,250.5,250.68,247.2,250.25,1222215,50.87,51.71,50.74,51.59,3953353,73.4,74.38,72.51,74.265,5952893,45.7,46.85,45.25,45.325,262302,90.02,90.37,89.58,90.36,3642496
2017-12-11 00:00:00-05:00,169.2,172.89,168.79,172.66,23625893,1164.6,1169.9,1157.0,1169.15,1434643,286.21,286.49,279.9,283.13,2745972,192.06,194.78,191.42,194.66,7882936,295021.0,295470.0,293100.0,295470.0,366,250.0,251.4,248.76,250.18,1040841,51.54,52.31,51.41,51.69,3031272,74.6,76.27,74.388,75.9,6498514,45.5,46.65,45.25,46.1,307080,90.23,90.33,89.7499,90.24,3659843
2017-12-12 00:00:00-05:00,172.15,172.39,171.461,171.73,14793147,1166.51,1173.6,1161.61,1165.56,1418735,288.16,292.8,287.72,289.99,3743007,192.9,193.84,189.89,190.81,8849508,296500.0,299790.0,296000.0,298630.0,343,250.81,258.2,250.685,257.76,2576644,52.02,52.06,51.205,51.96,4709166,76.05,76.16,74.25,76.09,6584280,46.1,46.5,45.75,46.25,161369,90.45,90.51,89.82,89.85,5266923
2017-12-13 00:00:00-05:00,172.63,173.54,172.0,172.31,18307475,1170.0,1170.87,1160.27,1164.48,1588655,290.5,295.85,289.7,291.85,3485098,192.5,192.55,185.88,186.22,11668345,298180.0,299320.0,296026.0,296050.0,240,257.81,260.5,255.71,255.82,2535352,51.96,52.09,51.58,51.7,3766989,76.31,77.15,76.27,76.6,7147470,46.45,47.85,45.79,45.94,284450,90.02,91.41,89.965,90.93,4933620
2017-12-14 00:00:00-05:00,172.43,173.13,171.65,172.22,16576895,1163.71,1177.93,1162.45,1175.06,2069320,293.35,296.82,292.6,293.93,2570451,185.92,189.34,184.6,186.47,8763735,296750.0,297000.0,293990.0,295170.0,173,257.13,259.55,255.5,255.65,1790340,51.9,52.76,51.85,52.32,4937593,76.0,76.47,74.07,74.33,6425602,46.06,47.25,45.67,45.84,292107,90.94,91.43,90.9,91.02,4355248
2017-12-15 00:00:00-05:00,172.81,174.17,172.46,173.88,26667725,1177.85,1182.75,1169.33,1178.98,2640567,295.87,297.37,293.02,293.94,3832361,188.251,192.38,185.62,191.6,12474515,297080.0,298880.0,296080.0,296840.0,469,256.7,258.97,254.76,257.02,2863082,52.78,53.05,52.06,52.15,5780055,74.98,75.73,74.1,75.56,7360186,45.84,47.15,45.54,46.3,370018,91.57,92.27,91.48,91.86,8785522
2017-12-18 00:00:00-05:00,174.92,177.2,174.86,176.43,21647216,1187.37,1194.78,1180.91,1190.8,1774701,296.0,297.14,294.52,296.23,2056293,193.2,198.02,192.0,197.96,9869011,298150.0,300300.0,298150.0,299495.0,431,260.0,262.0,259.16,260.05,1720058,52.11,52.66,52.11,52.35,4280622,76.03,76.48,75.01,75.19,5380965,46.55,47.95,46.55,46.75,336834,91.98,93.14,91.81,91.89,5614571
2017-12-19 00:00:00-05:00,175.03,175.39,174.09,174.53,21307511,1189.15,1192.97,1179.14,1187.43,1615743,296.5,297.58,294.1809,297.17,1682273,197.52,197.73,194.96,196.1,7665112,301000.0,301000.0,296740.0,296740.0,370,261.45,261.8,256.18,256.64,1517672,52.46,52.93,52.14,52.69,3678803,75.06,75.341,74.26,74.34,4289046,46.8,47.375,45.8,45.875,151759,92.0,92.1306,91.58,91.67,3911910
2017-12-20 00:00:00-05:00,174.87,175.42,173.25,174.36,17847200,1190.8,1191.0,1176.0,1177.29,1396963,298.7,299.33,296.05,297.91,1545180,197.7,198.07,194.55,196.7501,5800637,298600.0,299990.0,296260.0,296750.0,374,258.87,259.09,254.55,255.1,1363861,52.9,54.51,52.46,54.25,6831556,73.54,74.73,73.42,74.01,5213936,46.2,46.25,45.1,45.25,242046,91.8,91.97,91.35,91.57,4248284
2017-12-21 00:00:00-05:00,174.17,176.02,174.1,175.01,15431929,1175.9,1179.17,1167.64,1174.87,1274624,298.21,298.3852,294.1301,295.04,3344493,196.94,197.95,195.55,195.88,6047578,297560.0,299200.0,297260.0,298230.0,168,256.61,262.09,256.28,261.02,2214448,54.15,56.07,54.026,55.94,6417759,73.73,74.37,72.93,73.03,4813265,45.35,45.74,44.75,44.9,244540,91.66,92.08,91.53,91.68,2894025
2017-12-22 00:00:00-05:00,174.68,175.424,174.5,175.05,11186150,1172.08,1174.62,1167.83,1168.33,991630,296.33,296.52,293.01,295.13,1605701,194.4,195.65,191.25,195.26,10006107,298650.0,298829.0,295710.0,296840.0,157,261.66,262.1363,257.72,258.98,1366075,56.05,56.21,55.455,55.51,2988414,72.8,73.35,72.37,72.7,5338041,44.65,45.05,44.25,44.4,186968,91.79,92.4318,91.72,92.18,2753244
2017-12-26 00:00:00-05:00,170.8,171.47,169.679,170.57,27529613,1168.94,1178.32,1160.55,1176.94,1310412,295.54,297.44,294.65,295.36,926465,193.03,197.75,191.82,197.46,6974465,296400.3,297800.0,296000.0,296370.0,126,258.19,259.2,256.0,257.7,873197,55.78,56.37,55.54,56.23,2605101,72.58,73.0613,72.31,72.7,3036918,44.35,45.1,44.35,44.6,271078,92.35,92.77,92.15,92.49,2275654
2017-12-27 00:00:00-05:00,170.1,170.78,169.71,170.58,16439823,1180.74,1187.29,1175.61,1181.81,1168757,296.41,296.8,292.3,295.52,854190,196.9,199.97,196.31,197.1199,6717185,296020.0,298070.0,296000.0,297835.5,141,257.98,257.98,255.52,255.97,797102,56.06,56.07,55.14,55.59,3448411,72.83,73.43,72.56,72.98,3111842,44.55,44.95,44.4,44.925,218588,92.49,92.75,91.93,92.07,2227317
2017-12-28 00:00:00-05:00,171.0,171.85,170.48,171.07,13307218,1189.0,1190.1,1184.38,1185.99,1170447,295.81,296.99,292.42,296.27,1020113,198.13,199.38,197.1514,197.34,5060645,298611.0,299910.0,298200.0,299160.0,216,256.98,257.0,255.1,256.55,903073,55.49,55.59,55.1,55.2,2510439,73.21,73.21,72.04,72.47,3735446,45.0,46.3,44.95,45.8,276108,92.49,92.54,91.91,92.0538,2125765
2017-12-29 00:00:00-05:00,170.71,170.71,169.22,169.3,19469267,1182.35,1184.0,1167.5,1169.54,1471584,296.94,297.3,294.83,295.02,1075713,198.46,198.46,193.5,193.55,5591949,300000.0,300000.0,297540.0,297760.0,262,255.87,256.6499,252.91,254.99,1742170,55.44,55.5,54.87,54.91,2504019,72.31,72.749,71.61,71.65,5641290,45.75,45.85,45.15,45.3,176632,92.24,92.46,91.92,92.03,2382969
2018-01-02 00:00:00-05:00,170.16,172.3,169.26,172.26,20523941,1172.0,1190.0,1170.51,1189.0,1615329,295.75,296.99,295.396,296.8,2056030,195.57,199.5,194.5,199.3,6439712,297400.0,298000.0,294000.0,295710.0,338,257.77,257.91,253.92,255.76,1449963,55.09,55.51,54.82,55.32,3023770,72.19,74.27,71.722,74.1,5614551,45.65,45.65,43.54,43.69,268850,91.92,91.93,90.55,90.66,5257189
2018-01-03 00:00:00-05:00,172.53,174.55,171.96,172.18,23193409,1188.3,1205.49,1188.3,1202.74,1979510,295.94,298.5,295.47,297.64,2089765,203.98,213.7,203.75,212.5,19135542,296200.0,299920.0,295801.0,299920.0,186,255.48,256.14,253.22,253.42,2152600,55.38,56.39,55.33,56.34,3290442,74.05,74.84,73.33,74.645,5109847,43.59,45.0,43.34,44.7,130344,90.98,91.09,90.515,90.57,3976843
2018-01-04 00:00:00-05:00,172.54,173.47,172.08,173.02,17742231,1207.52,1215.87,1204.66,1209.64,1918318,297.94,298.42,295.47,296.66,2881250,215.76,218.05,212.69,213.59,11720898,300450.0,302980.0,300000.0,300800.0,526,255.23,259.72,254.32,256.76,1888941,56.41,57.1853,56.09,56.985,4061358,75.01,75.07,73.56,73.89,3666991,44.75,44.85,44.05,44.775,130584,90.83,91.77,90.61,91.18,4316526
2018-01-05 00:00:00-05:00,173.44,175.37,173.05,174.96,18402859,1217.51,1229.14,1210.0,1229.07,2134446,296.77,308.89,296.72,308.6,4591276,214.18,216.91,211.08,215.28,11472481,302200.0,302430.0,297900.0,302100.0,294,257.18,257.49,253.691,255.38,1890615,56.68,56.91,56.18,56.87,2881951,74.17,74.54,73.03,74.52,7048595,45.0,45.1,44.425,44.8,139041,91.15,91.3,90.57,91.19,3848619
2018-01-08 00:00:00-05:00,174.31,175.61,173.93,174.34,15554212,1236.0,1253.08,1232.03,1246.95,2621390,308.66,310.86,305.75,310.06,2532866,220.4,225.0,218.58,221.98,16956412,299500.0,304530.0,299500.0,304350.0,473,254.75,255.18,251.62,251.81,2227952,56.76,57.46,56.59,57.44,3466677,74.34,74.72,73.44,74.39,4557689,44.8,45.7,44.425,45.45,137852,90.93,91.77,90.93,91.71,3298886
2018-01-09 00:00:00-05:00,174.55,175.06,173.41,174.33,17267132,1256.9,1259.33,1241.76,1253.12,2333547,310.59,319.91,310.49,318.49,4060379,222.22,223.82,218.64,221.95,9525021,305784.0,306279.6,303880.0,304500.0,620,252.8,255.5988,252.62,253.94,2016226,57.47,58.32,57.41,57.94,4191186,74.62,78.68,74.57,78.13,12244196,45.5,46.15,44.1,44.13,109333,91.47,91.65,91.01,91.09,4768279
2018-01-10 00:00:00-05:00,173.16,174.3,173.0,174.245,19012396,1245.15,1254.29,1237.23,1254.29,1713349,316.54,322.15,315.5,320.55,2932572,218.2,223.82,216.0,223.66,11750722,304625.0,308599.5,303930.0,308450.0,345,255.0,255.15,252.35,254.24,2160326,58.14,58.28,57.561,57.65,3205956,78.1,78.87,77.01,78.69,8286853,43.78,44.7,42.51,44.3,155131,90.91,90.91,90.0112,90.46,4530767
2018-01-11 00:00:00-05:00,174.59,175.4886,174.49,175.27,14222366,1259.74,1276.77,1256.46,1276.77,2083299,322.13,328.4,321.19,328.07,3442678,224.89,226.27,223.21,224.05,7970668,309000.0,310760.0,308799.5,309950.0,429,255.75,255.89,252.97,255.12,1752399,58.17,59.48,57.54,59.175,6096509,78.7,79.68,77.87,79.06,6551755,43.65,45.05,43.65,44.95,85147,90.4,90.52,89.92,90.14,4249561
2018-01-12 00:00:00-05:00,176.18,177.36,175.65,177.0,17956716,1274.96,1305.76,1273.39,1305.2,3514773,330.38,336.88,330.38,336.21,4778920,223.6,224.99,221.34,222.69,7108046,310100.0,315390.0,309910.0,315350.0,446,255.75,257.3,254.09,257.08,2094107,59.39,60.24,59.12,60.06,5727448,79.35,79.4,78.65,78.98,4409690,44.9,45.4,43.78,44.32,117128,90.05,90.34,89.35,89.61,6568901
