,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BA,BA,BA,BA,BA,NVDA,NVDA,NVDA,NVDA,NVDA,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,GS,GS,GS,GS,GS,COP,COP,COP,COP,COP,GILD,GILD,GILD,GILD,GILD,CCOI,CCOI,CCOI,CCOI,CCOI,PG,PG,PG,PG,PG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 00:00:00-04:00,498.79,500.7172,492.21,499.31,49337045,3294.99,3357.4,3267.0,3346.05,3781529,180.46,180.63,172.44,174.64,60882687,505.23,510.45,502.95,510.03,6847638,320300.0,321001.0,319534.0,320200.0,700,209.99,210.49,205.17,205.95,4914233,39.41,39.45,38.45,38.85,6606516,65.9122,66.24,65.71,66.05,5125522,64.4,66.53,64.21,66.26,371270,139.0,139.15,137.8,139.06,8182487
2020-08-26 00:00:00-04:00,504.7165,507.97,500.33,506.19,37949023,3351.11,3451.7388,3344.5674,3442.06,6420990,173.8,174.4299,171.35,171.76,31555311,511.9694,514.7396,507.11,510.92,7613959,319599.9,323939.47,318900.0,322190.0,868,205.89,207.28,205.03,207.21,3752932,38.83,38.955,37.52,37.56,12090430,65.88,65.88,65.16,65.6,6527405,65.77,66.745,65.55,66.04,239958,138.57,139.32,138.25,138.41,7955111
2020-08-27 00:00:00-04:00,508.57,509.94,495.33,500.04,36378278,3450.05,3453.0,3378.0,3400.7,3948873,174.71,181.31,173.5601,174.13,56471377,511.26,514.0,502.6573,505.18,7482072,323700.0,327000.0,323700.0,325570.0,1140,206.68,213.0,206.41,210.09,6842795,37.77,38.28,37.5,38.15,11359354,65.59,65.845,65.32,65.57,6467795,66.3,66.92,65.455,66.31,262436,138.84,139.69,138.18,138.27,9566195
2020-08-28 00:00:00-04:00,504.05,505.77,498.31,498.83,38207206,3423.0,3433.3699,3386.5,3401.8,2555139,175.11,177.28,172.57,175.85,38891600,506.9965,525.92,505.7,525.92,12669199,325950.0,328279.2,323570.0,328000.0,584,211.89,212.0,207.09,207.63,5192268,38.33,38.46,37.88,38.38,8861836,65.22,65.745,64.98,65.27,5736517,66.37,66.4,65.025,65.91,258480,138.32,138.91,136.95,138.78,6072059
2020-08-31 00:00:00-04:00,127.58,131.0,126.0,128.85,199136542,3408.99,3495.0,3405.0,3441.91,3853016,174.65,175.2699,171.7,171.83,30961532,527.3114,543.0,521.51,532.46,11586763,327500.0,329299.2,326900.0,327280.25,913,205.5,206.41,203.63,204.62,5412970,38.35,38.45,37.57,37.88,9287784,65.46,66.89,65.42,66.75,7246467,65.9,67.55,65.88,67.26,295230,138.19,138.73,137.82,138.26,7300237
2020-09-01 00:00:00-04:00,132.76,134.8,130.53,134.2,138233208,3489.58,3513.87,3467.0,3500.47,3176312,170.71,175.49,169.25,172.11,36979823,539.2,559.75,537.46,553.0,12198861,325500.0,327560.0,325335.6,327560.0,698,203.6,206.71,203.01,205.51,4416258,37.42,37.6,36.615,37.16,11768854,66.335,66.47,64.91,65.85,7687031,67.31,68.57,66.33,68.5,387742,137.86,138.22,137.07,138.17,9270858
2020-09-02 00:00:00-04:00,137.59,137.98,127.0,131.22,184800962,3547.0,3552.25,3486.685,3529.34,3607645,172.7398,175.0,171.45,174.7,31399838,588.15,589.0699,556.0,573.86,20462581,328175.0,333010.0,327507.16,332840.0,908,205.79,210.93,205.37,210.02,5708404,37.0,37.165,36.3799,36.38,13375192,65.32,66.96,65.32,66.78,7252919,68.26,69.02,67.79,68.84,366348,138.11,141.4,137.61,140.5,12449275
2020-09-03 00:00:00-04:00,126.91,128.84,120.5,120.92,227958928,3485.0,3488.41,3303.0,3369.17,7553385,175.0,180.85,168.12,168.77,53675616,553.1454,555.38,515.15,520.75,22266400,332850.0,334960.0,325470.6,327900.0,1258,211.75,215.23,205.83,207.51,6146236,36.03,36.87,35.84,35.99,16421244,66.8121,67.43,65.48,65.91,7895106,68.6,68.92,67.17,68.1,446554,140.74,141.7,137.09,138.21,11849536
2020-09-04 00:00:00-04:00,120.07,123.7,110.89,120.9,308317528,3318.0,3381.5,3111.13,3294.62,8364379,171.31,172.83,164.0,170.95,36257014,511.35,527.0,468.19,504.59,35711338,330000.0,332674.4,323364.0,327585.0,863,210.89,213.35,205.32,210.97,6547478,36.36,36.69,35.67,35.87,14320872,65.72,66.94,65.58,66.0,7878873,67.93,68.44,65.86,66.78,421860,137.81,139.19,136.12,137.95,10949477
2020-09-08 00:00:00-04:00,113.95,118.99,112.68,112.83,207475295,3144.0,3250.845,3130.0,3149.84,5531793,165.8,166.9,160.5,161.19,42234959,469.38,502.0,468.17,475.865,18705661,324940.0,328859.4,323430.6,327065.6,769,209.51,209.96,201.27,202.44,7899995,35.3,35.3,33.74,34.06,16563334,65.1184,65.37,63.95,64.14,9640711,65.57,66.37,64.91,65.21,449601,138.52,138.64,135.038,135.93,10938246
2020-09-09 00:00:00-04:00,117.26,119.14,115.26,117.18,154399690,3202.99,3303.175,3185.0,3268.27,4679433,161.61,163.06,157.0,160.73,38623771,496.0,512.37,489.27,508.42,17407277,328500.0,332482.0,328175.0,329760.0,790,204.19,204.83,202.03,202.45,5843725,34.85,34.85,34.215,34.46,11488913,64.28,65.08,63.61,64.5,7102467,65.9,67.15,65.71,65.81,297105,136.42,139.56,136.27,138.17,9423530
2020-09-10 00:00:00-04:00,119.5,120.05,112.5,113.48,141520456,3336.52,3349.89,3170.55,3176.12,4143393,162.23,162.44,157.57,157.7,23119319,517.235,518.99,486.68,492.48,13478366,329881.0,330350.0,326156.0,326960.0,771,204.9,205.04,199.55,199.97,3811399,34.18,34.23,32.86,32.91,12513411,64.7377,64.84,63.55,63.76,5915024,65.4008,66.99,65.33,65.46,265077,138.38,138.68,136.51,136.69,6160834
2020-09-11 00:00:00-04:00,114.57,115.23,110.0,112.01,168935205,3208.69,3217.3408,3083.98,3117.28,4802863,158.0,161.3592,156.32,160.23,28430304,499.42,506.1,475.83,486.695,15420521,328240.0,328946.16,325607.0,327115.0,812,200.24,201.91,198.95,200.9,4265243,32.88,33.435,32.64,33.11,12408251,64.37,65.91,64.22,65.57,9275776,65.44,66.22,64.73,65.62,267876,137.69,138.66,137.16,138.15,7298974
2020-09-14 00:00:00-04:00,114.72,115.93,112.8,115.3599,123728990,3172.9373,3187.39,3096.0,3102.97,4155895,161.75,165.94,158.9,165.36,32074391,523.24,532.6,505.2457,514.84,28324700,328430.0,332000.0,327520.6,330056.1,1049,203.3,203.3,200.67,201.35,4760135,33.24,33.865,33.01,33.52,9360503,64.44,67.92,64.31,66.31,17403872,65.68,67.31,65.68,66.47,329983,138.44,139.58,138.33,138.62,6844872
2020-09-15 00:00:00-04:00,118.33,118.829,113.61,115.55,171497919,3136.16,3175.02,3108.92,3153.28,3623915,166.65,168.84,163.33,163.5,14465196,531.2,531.95,513.11,519.88,17421551,330545.0,332500.0,328015.6,328480.0,353,202.2776,202.585,197.98,198.0,2923776,33.7299,34.215,33.61,33.8,6898355,67.04,67.13,65.92,66.2,7781225,66.35,66.85,65.87,66.56,372388,138.79,139.77,138.39,138.62,3504247
2020-09-16 00:00:00-04:00,115.23,116.0,112.04,112.13,142859370,3179.99,3187.238,3074.15,3077.14,4013159,161.95,170.57,160.31,167.5,20547624,518.29,523.71,500.55,500.5601,13450682,331000.0,333300.0,329312.0,329735.0,579,198.54,203.8,198.07,200.69,3103397,34.12,35.525,33.65,35.09,7588903,66.32,66.55,65.61,65.62,6604756,66.3,67.35,66.23,66.82,471517,139.57,140.17,137.6,137.72,4678048
2020-09-17 00:00:00-04:00,109.72,112.2,108.71,110.32,159638807,3009.25,3029.432,2972.55,3010.56,5878006,164.63,168.455,161.05,167.6364,18701902,485.2894,503.59,481.39,498.54,18781808,327000.0,328224.78,325234.16,326791.0,369,198.21,199.89,194.51,194.9,2958341,34.43,36.11,34.16,36.09,10867167,64.82,65.54,64.4,65.05,6114337,66.1,66.31,63.36,63.83,518058,137.06,137.88,136.19,137.52,3182047
2020-09-18 00:00:00-04:00,110.4,110.88,106.09,106.6,208107357,3031.74,3037.8,2905.54,2952.64,7048417,165.66,169.72,161.02,161.07,17033388,503.75,505.3,479.55,487.46,15962157,328299.94,331660.0,327000.0,327158.03,537,195.01,196.65,192.3848,194.79,4368010,35.8,36.45,35.4,35.87,9418824,64.95,65.169,64.045,65.04,8172582,64.65,64.65,61.84,61.92,580262,136.91,137.93,136.26,137.34,7510326
2020-09-21 00:00:00-04:00,104.54,110.19,103.1,110.13,178442044,2906.5,2962.0,2871.0,2962.0,5556010,157.81,158.83,154.2,156.36,22215906,477.0,500.9,476.18,500.66,16933856,321265.6,323000.0,313580.0,319816.0,442,189.9,194.17,187.47,194.09,3446945,34.81,35.08,34.09,34.36,7432296,64.81,64.97,63.46,64.24,7562102,61.61,62.66,60.435,62.61,388275,137.0,137.47,134.7,136.71,4785074
2020-09-22 00:00:00-04:00,112.68,112.86,109.16,111.8,167185259,3033.835,3133.99,3000.2,3129.0,6434345,156.81,160.0678,154.95,156.8,17657842,503.0,505.9199,486.222,505.68,15464736,320500.0,321999.9,318017.0,321400.0,303,193.94,196.14,188.43,191.62,2853763,34.34,34.81,34.02,34.3,6603110,64.08,64.58,63.29,63.4,6255259,62.82,62.87,61.72,61.8,355262,136.49,139.03,136.24,137.96,3881235
2020-09-23 00:00:00-04:00,111.62,112.11,106.77,107.23,131794926,3120.43,3126.999,2992.376,2997.44,5139526,157.33,160.42,150.89,151.2106,16991492,503.02,509.08,483.17,485.05,15184550,321485.0,322284.4,314540.0,314860.0,217,192.0,192.915,185.865,186.15,2406578,34.405,34.59,32.88,32.93,6096523,63.51,64.08,62.995,63.1,7454246,61.69,61.88,60.16,60.26,371974,138.42,138.42,136.09,136.3,4493921
2020-09-24 00:00:00-04:00,105.17,110.25,105.0,108.2015,152123922,2977.79,3069.3,2965.0,3018.58,5243062,150.29,150.31,145.02,146.0,25455724,482.89,502.78,480.56,493.92,17387132,313202.75,315500.0,310643.9,313135.0,294,188.98,197.4594,187.05,195.11,4642483,32.81,34.26,32.46,33.59,5911026,62.7,62.84,61.645,62.26,7848022,60.1,60.865,59.46,59.74,263868,136.665,137.15,135.71,136.88,4784779
2020-09-25 00:00:00-04:00,108.43,112.44,107.67,112.28,137542199,3054.86,3101.54,2999.0,3094.65,4132029,146.85,156.3116,146.415,156.06,28081532,497.9,515.34,489.83,515.0,13924737,311450.0,316562.0,310591.03,316049.0,176,192.45,195.39,189.6085,194.99,2418304,33.09,33.99,32.98,33.7,4753809,62.1,62.505,61.765,62.23,6169679,59.48,59.96,58.72,59.08,408367,135.89,137.99,135.89,137.65,4148042
2020-09-28 00:00:00-04:00,114.98,115.32,112.78,115.0,119572328,3148.85,3175.04,3117.1685,3175.04,3460095,160.375,168.0,159.2,166.21,36720013,521.61,522.07,510.0,521.4,12823864,319900.0,323297.0,318702.0,320418.0,472,197.78,201.865,197.15,199.28,2673274,34.34,34.74,33.615,33.71,8002763,63.04,63.41,62.52,62.87,6108457,59.74,61.15,59.65,60.91,517172,138.56,139.935,137.78,138.05,4722239
2020-09-29 00:00:00-04:00,114.55,115.31,113.57,114.11,89264463,3175.39,3188.26,3132.54,3142.92,2988446,164.77,165.5,162.01,163.6,37089261,517.5,537.71,517.33,528.72,14786106,321900.0,321900.0,315200.0,315689.94,1188,198.16,198.77,195.43,196.76,3491958,33.72,33.78,32.1703,32.45,12224607,62.96,63.025,61.95,62.1,6199092,60.68,61.04,60.44,60.81,256277,138.39,138.42,136.66,137.26,7260587
2020-09-30 00:00:00-04:00,113.77,117.25,113.62,115.61,115978209,3141.14,3212.88,3133.99,3147.425,4021286,164.5,170.98,164.11,165.36,72246454,526.3,544.9,526.01,540.895,15400089,318800.0,320500.0,316491.28,319750.0,1183,198.68,203.08,198.36,200.94,5179029,32.73,33.29,32.545,32.84,13026152,62.35,63.425,62.11,63.18,6035948,61.08,61.08,59.82,60.04,306215,138.16,139.85,137.81,138.87,11355003
2020-10-01 00:00:00-04:00,117.64,117.72,115.83,116.8,97603139,3208.0,3224.0,3172.0,3222.01,4447323,170.15,172.76,165.57,168.0147,56819744,550.32,550.5095,538.4301,544.7,11931388,321219.0,321219.0,316202.5,318141.0,1089,201.53,203.13,197.8738,198.61,3945960,32.23,32.74,31.6947,32.43,14065745,63.33,63.71,62.71,63.32,7015493,60.21,60.57,59.92,60.49,224317,139.58,139.99,138.21,139.24,8766897
2020-10-02 00:00:00-04:00,112.89,115.37,112.22,113.02,122690422,3153.63,3195.7964,3123.0,3125.93,4742517,161.85,169.78,161.8,168.1,56953053,528.83,540.78,522.04,522.48,11931193,315415.0,320575.0,314612.25,316940.6,625,195.34,200.6999,195.29,199.9,3799481,31.58,33.29,31.45,33.06,12425628,63.2969,63.84,62.15,62.17,6195404,59.83,60.75,59.0,60.39,232760,137.93,139.12,136.95,138.12,9401527
2020-10-05 00:00:00-04:00,113.92,116.65,113.55,116.54,93972780,3145.84,3202.53,3140.85,3199.2,3257694,169.49,172.08,167.51,171.16,36456093,529.44,545.77,528.9106,545.7,10921975,319707.0,321000.0,318202.25,318520.0,505,201.93,202.84,199.59,201.92,4430504,33.56,34.31,33.2316,34.28,10201238,63.71,64.09,63.1,63.59,8347550,62.11,63.19,61.05,63.17,326979,138.72,139.65,138.3,139.39,8107015
2020-10-06 00:00:00-04:00,115.7,116.12,112.25,113.16,142211773,3165.0,3182.0,3090.0,3099.29,4281272,173.04,175.56,159.33,159.66,90527121,553.05,565.68,546.6,549.36,17954642,319000.0,320400.0,315100.0,315845.84,550,204.25,206.09,199.93,201.09,4715042,34.88,35.08,33.12,33.29,11696374,63.66,63.76,62.35,62.54,6586184,63.13,63.7,61.25,61.67,242640,139.42,140.77,138.81,139.53,8308240
2020-10-07 00:00:00-04:00,114.62,115.51,114.13,115.05,84487218,3135.0,3200.0,3132.385,3192.51,3910789,163.71,166.3447,162.38,164.55,47694541,560.0,564.77,554.54,558.56,9568684,319000.0,322089.0,317602.25,319860.0,393,203.9,205.0,201.17,203.59,3875967,33.47,34.53,33.315,34.33,11100549,62.73,63.17,62.29,62.77,5068181,61.75,62.66,61.04,62.26,265530,140.08,141.39,139.37,140.64,6851692
2020-10-08 00:00:00-04:00,116.27,116.4,114.5901,114.97,74552335,3225.0,3233.2944,3174.99,3190.55,2837992,166.22,168.09,163.5401,167.92,39562731,563.245,563.38,550.32,553.79,8629288,321125.0,323670.0,320447.25,322757.0,601,205.15,208.16,204.11,207.94,3955081,34.5,35.615,34.3,35.53,12181033,63.33,64.05,63.02,63.32,5540676,62.94,63.47,61.95,62.25,259445,140.56,141.93,140.3635,141.65,6634449
2020-10-09 00:00:00-04:00,115.28,117.0,114.92,116.98,86041259,3210.0,3288.99,3197.83,3287.82,4342333,169.93,170.0,166.82,167.33,31533276,550.68,552.97,546.43,550.54,7747957,323709.0,324510.0,321687.25,323665.94,375,208.76,209.81,206.07,207.54,3681163,35.94,35.97,34.835,35.12,9728504,64.61,64.67,63.72,63.85,7416916,61.73,62.95,61.73,62.74,262074,141.84,143.64,141.7,142.95,8487838
2020-10-12 00:00:00-04:00,120.06,125.18,119.2845,124.42,214339341,3349.94,3496.24,3339.55,3442.93,7483386,167.75,169.2,165.95,167.36,22524390,559.58,573.88,556.5,568.71,9442751,324650.0,326150.0,323377.75,324509.0,315,207.41,214.89,207.41,214.13,6304899,35.07,35.835,34.73,35.58,10497622,64.07,64.99,63.55,64.54,6235198,63.0,65.09,62.74,65.06,388479,143.33,145.33,143.33,144.46,9823668
2020-10-13 00:00:00-04:00,125.27,125.39,119.65,121.05,241006181,3467.09,3492.38,3424.217,3442.64,4939710,165.36,165.5299,162.09,162.18,28870198,571.86,573.9399,560.745,569.91,7501614,324000.0,324000.0,318400.0,318677.25,541,214.01,214.11,209.18,210.8,5750084,35.53,36.0,34.7,34.86,14739904,64.55,64.99,64.0,64.48,4766234,64.91,65.05,63.1,63.56,242713,143.98,144.84,143.46,144.16,7185306
2020-10-14 00:00:00-04:00,120.99,123.03,119.62,121.29,135410215,3448.9,3464.88,3340.0,3363.05,5167878,162.7,165.17,162.49,163.23,19753072,571.04,573.71,558.4,563.61,5644720,319087.75,319087.75,316301.0,316301.0,555,213.88,214.45,210.27,211.09,12978760,34.04,35.53,34.04,34.54,17891991,64.41,64.59,63.44,64.07,5746045,63.39,63.64,62.05,62.05,204523,144.18,145.1,143.08,144.03,6213055
2020-10-15 00:00:00-04:00,118.72,121.2,118.15,120.7453,97361453,3292.01,3355.88,3280.0,3338.62,4399240,161.01,164.54,158.73,164.23,25143008,552.4272,560.23,550.71,558.85,5753706,314750.0,318200.0,312980.0,317707.0,321,209.58,210.73,206.9,208.62,7503827,33.87,35.4682,33.67,35.4,15523572,63.48,63.55,62.645,62.98,8324701,61.6,62.36,60.84,62.34,209585,143.06,144.39,142.89,143.86,7093322
2020-10-16 00:00:00-04:00,121.28,121.548,118.81,118.96,100869315,3362.64,3399.6606,3160.0,3160.0,5426210,171.22,173.42,167.27,167.32,59218063,562.12,564.86,551.7,552.46,5431694,319000.0,320761.28,318217.0,318434.47,330,208.32,209.995,205.81,206.18,5804414,34.81,34.97,33.75,33.76,14596818,62.21,62.8599,61.84,62.01,8552895,60.14,62.22,60.14,61.04,281187,144.42,145.87,143.92,144.45,9578206
2020-10-19 00:00:00-04:00,119.96,120.419,115.66,116.0,95733407,3299.61,3329.0,3192.735,3207.3,4104388,169.09,170.84,166.11,167.11,28222718,556.115,559.3399,536.27,539.9399,5881625,318819.06,318819.06,312945.12,313500.0,556,207.39,207.91,204.59,205.69,4454924,34.12,34.2,32.68,32.7,35906768,62.0,62.1,60.205,60.6,7104809,61.52,63.36,58.86,59.47,392294,144.47,145.39,141.13,141.99,8581597
2020-10-20 00:00:00-04:00,116.19,118.98,115.63,117.5,108602099,3222.28,3266.0,3192.01,3216.26,3900027,168.29,169.29,166.18,167.17,23313664,543.34,551.99,540.2801,545.8199,4894928,316184.06,317280.0,314620.94,315620.0,313,206.7,211.38,206.465,208.03,5243168,32.91,33.05,32.07,32.57,34587009,60.59,60.9,59.855,60.56,6993278,59.45,60.085,58.21,58.7,279211,145.61,145.69,141.9,142.44,13146931
2020-10-21 00:00:00-04:00,116.67,118.705,116.45,116.86,69861622,3206.26,3233.875,3160.0,3183.6,3568927,166.44,167.63,163.82,163.87,18988165,544.125,551.66,539.1001,541.0,4469686,313500.0,317500.0,313450.0,315360.0,348,207.39,207.95,202.01,202.84,4759329,32.17,32.41,30.58,30.63,30129665,60.237,60.495,59.9,60.2293,5555484,58.5,59.17,58.045,58.24,160984,142.49,144.3368,142.47,143.23,7497735
2020-10-22 00:00:00-04:00,117.45,118.04,114.59,115.7737,90327115,3188.41,3198.75,3121.955,3177.4,3584321,164.7,169.63,164.1,169.09,25415916,540.9,544.47,529.27,534.49,6449414,314680.0,317619.0,314380.0,317497.0,315,203.2,206.365,202.2,205.52,3728960,30.62,31.97,30.47,31.91,27322500,59.92,60.9,59.65,60.67,8380999,58.02,59.255,57.335,57.45,182622,141.49,142.75,141.08,141.45,7458908
2020-10-23 00:00:00-04:00,116.39,116.55,114.28,115.04,73088651,3189.48,3205.33,3140.0,3204.64,3013885,169.99,170.26,166.05,167.38,17837960,538.0,543.73,531.65,543.61,5318051,318672.25,320999.0,317990.6,319344.4,578,206.76,208.21,204.02,205.08,3595876,32.27,33.185,31.92,32.53,28824720,63.38,63.64,60.76,60.79,27095175,57.8,58.6525,57.16,57.69,155273,141.76,142.88,141.76,142.39,7064596
2020-10-26 00:00:00-04:00,114.01,116.55,112.88,115.06,94591584,3199.63,3282.98,3153.3,3207.32,5228634,164.95,165.5,159.05,160.81,30028573,537.08,547.7117,521.54,525.655,7094666,314850.0,315500.0,311100.0,313230.0,603,202.49,202.81,198.51,201.29,5335557,31.76,31.93,30.08,30.32,20152292,60.36,60.6899,59.395,59.96,8605434,57.17,57.66,56.71,57.05,175759,141.5,142.05,140.01,141.3,6803560
2020-10-27 00:00:00-04:00,115.49,117.28,114.5399,116.53,80663462,3224.94,3291.66,3211.3,3287.92,3742219,159.16,160.25,155.0,155.24,28779372,532.24,537.68,527.66,535.72,5479743,311630.0,313142.0,310599.0,310599.0,316,200.0,200.59,195.44,195.76,6053427,30.16,30.69,29.96,30.27,21361722,59.81,60.21,59.44,60.0,6296233,56.91,57.12,55.95,56.07,210259,141.94,143.34,141.65,142.36,9133056
2020-10-28 00:00:00-04:00,115.05,115.43,111.1,111.15,123242639,3249.29,3264.02,3162.47,3162.49,4840893,153.0,153.95,148.0,148.17,33801595,527.92,530.4,504.36,505.05,8036848,304720.0,305995.0,300090.0,301964.0,1027,191.09,193.365,188.94,189.8529,6588018,29.36,29.81,28.55,28.73,24269459,59.31,59.565,58.06,58.75,9299054,55.0,56.09,54.24,55.51,363464,140.45,140.935,137.31,137.78,14529045
2020-10-29 00:00:00-04:00,112.37,116.93,112.2,114.52,111552689,3201.27,3257.25,3164.0,3212.79,5352688,148.03,150.1,146.6,148.223,25535354,513.54,527.71,510.0,520.62,6899742,300420.0,304907.0,297817.0,303021.0,365,189.8,192.35,186.9,190.0,6184640,28.12,29.185,27.53,29.17,28574199,57.71,58.89,57.04,58.54,10847530,55.41,56.53,54.94,56.06,183199,137.35,139.09,135.7988,137.57,8476439
2020-10-30 00:00:00-04:00,111.06,111.99,107.72,108.9,163824978,3157.75,3167.004,3019.0,3036.13,7556383,147.2,149.1699,141.58,144.39,26075840,514.0,517.455,492.0,502.385,8619476,300060.0,303500.0,298805.94,303185.0,383,189.51,190.4,185.52,189.12,6065061,28.93,28.97,27.63,28.62,26084844,57.79,58.58,57.18,58.205,9081002,55.91,56.28,55.36,55.78,182500,137.18,137.99,134.68,137.07,8795787
2020-11-02 00:00:00-05:00,109.11,110.68,107.32,108.77,106260834,3061.74,3079.705,2950.395,3004.48,6469197,145.75,149.59,143.38,148.59,23761488,506.31,513.4663,495.8,503.37,6427758,307499.9,309542.0,305320.0,306282.0,375,192.0,192.7,188.23,190.24,3766353,29.42,30.55,28.51,30.23,22760468,58.8,59.15,57.825,58.54,7600271,56.49,58.2,55.07,55.805,301399,138.51,140.0,137.4359,138.49,9829940
2020-11-03 00:00:00-05:00,109.66,111.47,108.73,110.375,93660131,3018.53,3074.9,2980.98,3046.25,4399819,151.83,154.82,150.64,153.67,21835875,508.2803,524.2,504.11,520.79,5908434,312300.0,314780.0,310000.0,310000.0,689,193.94,199.0,193.22,197.69,8091608,30.72,30.74,29.14,29.29,20314555,58.82,59.39,58.4,58.81,5403722,55.91,58.25,55.91,57.87,402996,139.32,142.66,139.32,141.25,10139656
2020-11-04 00:00:00-05:00,114.14,115.59,112.35,114.94,114505478,3159.99,3244.85,3139.73,3241.16,5771116,153.17,155.4,151.17,151.64,20838776,535.57,553.1,533.475,551.78,8730974,310194.4,315300.0,307830.0,309812.0,445,196.25,200.82,194.9,197.91,6348448,29.59,30.6221,29.21,30.38,26331800,59.39,61.19,59.37,59.859,8953615,57.75,58.705,56.9,57.27,263356,140.46,143.0,140.27,140.73,9235800
2020-11-05 00:00:00-05:00,117.99,119.62,116.8686,118.99,107993032,3319.97,3366.8,3288.88,3322.0,4939019,152.48,157.63,152.1009,157.09,22211961,566.5,573.56,559.64,566.41,6843826,314269.0,316425.94,311283.9,311557.0,372,199.65,204.12,199.06,202.96,4880911,30.1,30.91,30.04,30.13,17672515,60.275,60.47,59.2,59.64,5949810,57.35,58.49,55.04,55.05,658474,142.44,143.53,141.78,142.38,8883421
2020-11-06 00:00:00-05:00,118.32,119.2,116.13,118.685,99225280,3304.64,3322.0,3232.0,3310.41,4119260,156.33,158.47,154.52,157.755,16411910,563.74,583.55,555.8,582.59,8520399,312250.0,315310.0,311917.0,313464.0,456,204.34,204.39,200.42,201.26,4092137,30.13,30.65,28.7838,29.21,18590682,59.42,59.5,58.725,59.07,5912088,55.3,55.41,53.2,54.09,590609,142.67,144.07,142.38,143.18,7228552
2020-11-09 00:00:00-05:00,120.5,121.99,116.05,116.32,129352953,3231.03,3289.0,3112.1057,3141.34,5888038,179.18,184.46,172.16,179.36,84966828,582.1,587.66,544.43,545.41,12588207,333000.0,337600.0,327033.5,332035.0,2034,214.49,218.0,209.37,214.98,12208664,33.16,34.83,32.87,33.37,31068359,59.4,60.3694,58.9883,59.04,8212450,55.8,59.55,55.03,58.69,931509,146.15,146.92,137.6,138.04,19935367
2020-11-10 00:00:00-05:00,115.55,117.59,114.13,115.97,114408580,3095.02,3114.0,3019.483,3035.18,5767971,182.8,193.95,180.38,188.74,86814456,544.26,544.26,505.13,510.55,14578913,332000.03,343000.0,331977.47,342700.0,1237,215.25,218.38,211.18,217.47,7172593,34.35,35.54,33.59,35.52,36119150,58.44,61.4492,58.18,60.61,8885236,58.57,60.39,57.91,58.88,467558,138.1,140.6206,137.15,140.22,12344112
2020-11-11 00:00:00-05:00,117.19,119.63,116.44,119.51,101073157,3061.78,3139.145,3050.0,3136.81,3575504,189.89,190.0,180.41,182.32,54719107,522.15,537.395,517.93,536.67,9139584,342433.0,343705.0,338223.9,340921.0,875,218.64,219.92,215.03,218.18,4389329,35.96,36.2,35.06,35.3,32105193,60.9325,61.12,59.56,60.12,6000699,58.9,59.56,57.14,59.18,286545,141.85,143.0,140.65,142.08,8961876
2020-11-12 00:00:00-05:00,119.62,120.53,118.57,119.235,89318148,3159.95,3175.88,3086.05,3110.2,3797585,178.95,184.59,176.25,176.77,36999943,539.1569,550.64,532.64,538.5,8166159,337800.0,338339.16,335186.0,337299.5,505,215.22,216.86,212.4,214.53,4270867,34.6,35.2123,33.6,34.02,18431152,59.9,59.99,58.915,59.99,7441401,59.45,60.07,58.05,59.18,347451,142.295,142.55,141.07,142.15,9710917
2020-11-13 00:00:00-05:00,119.44,119.6717,117.87,119.49,65270429,3122.0,3141.7227,3085.39,3134.09,3101035,178.9997,186.65,178.71,185.7871,31144054,545.0911,546.7499,522.37,531.76,7254945,338000.0,341999.0,338000.0,341324.0,434,215.85,220.96,215.41,219.27,3932972,34.35,35.21,34.25,35.19,13987427,59.96,60.975,59.77,60.93,4417509,59.14,61.25,58.81,61.21,270726,142.21,144.08,141.88,143.8025,7011301
2020-11-16 00:00:00-05:00,118.92,120.99,118.146,120.35,82097057,3093.2,3142.7,3072.685,3132.99,3314168,194.56,202.94,191.3501,202.4,76791148,526.9,545.98,526.2401,534.11,7312484,345000.0,350000.0,344846.03,350000.0,1505,223.53,224.6,220.03,222.37,5266464,36.95,37.605,36.4,37.33,18490917,60.26,61.3,60.25,61.1199,3699412,61.83,62.75,61.04,62.1,741930,144.78,144.78,141.265,142.49,13163018
2020-11-17 00:00:00-05:00,119.55,120.6741,118.96,119.36,66758426,3183.5444,3189.25,3135.26,3135.66,2931983,200.25,211.2,196.05,210.02,73949349,542.1,543.85,532.1549,536.89,7284221,347000.0,352500.0,345417.0,349900.0,1227,220.02,224.85,218.33,224.72,4852767,37.52,39.13,37.235,38.85,26326665,60.8,61.05,60.37,61.02,4670797,62.12,62.15,60.19,60.54,358554,141.89,143.47,141.75,141.88,10162232
