,BTC,BTC,BTC,BTC,ETH,ETH,ETH,ETH,LTE,LTE,LTE,LTE,LINK,LINK,LINK,LINK,ADA,ADA,ADA,ADA
,volume,price,market_cap,total_volume,volume,price,market_cap,total_volume,volume,price,market_cap,total_volume,volume,price,market_cap,total_volume,volume,price,market_cap,total_volume
28,1369526400000,134.6,1507769010.0,0.0,1441411200000,1.334976229386974,97402782.61913483,350815.4668948872,1369526400000,3.2562,58588657.0,0.0,1512604800000,0.282465615917081,98862965.5709783,6824998.39452537,1510704000000,0.02601455327855,674481157.867525,6362414.67189926
29,1369612800000,128.985,1445444606.0,0.0,1441497600000,1.29888313413515,94801706.70501994,317470.0943419727,1369612800000,3.11957,56217627.0,0.0,1512691200000,0.254712831478248,89149491.0173869,4702413.04653482,1510790400000,0.0271062720187573,702786226.652537,4825255.352786
30,1369699200000,129.179,1448115967.0,0.0,1441584000000,1.256223439965584,91718481.31789045,487005.2028033498,1369699200000,3.09213,55813423.0,0.0,1512777600000,0.242284360365337,84799526.1278679,3173293.32848239,1510876800000,0.0259167531670733,671945487.478645,3514321.2781959
31,1369785600000,132.13,1481781795.0,0.0,1441670400000,1.236033260936938,90274690.39947063,419148.8018252036,1369872000000,3.07544,55603660.0,0.0,1512864000000,0.259557802158669,90845230.7555341,3196703.74295866,1510963200000,0.0265277202424606,687786073.938608,2984199.94886132
32,1369872000000,127.401,1429308634.0,0.0,1441756800000,1.206529945086729,88150718.66876175,367774.3318949896,1369958400000,2.94667,53366121.0,0.0,1512950400000,0.268703181549668,94046113.5423837,7626018.36218543,1511049600000,0.0277212109355903,718729791.325827,4652800.37716365
33,1369958400000,127.98,1436386730.0,0.0,1441843200000,1.167234841402144,85308945.82326,639527.9174929534,1370044800000,2.94623,53448601.0,0.0,1513036800000,0.230286807722069,80600382.7027242,9848875.03578653,1511136000000,0.0300027359042463,777883050.122379,15546079.3945352
34,1370044800000,129.09,1449499974.0,0.0,1441929600000,0.9765090926915041,71394234.94958797,1901710.694902119,1370131200000,2.8435,51665695.0,0.0,1513123200000,0.262713397665542,91949689.1829396,10445625.7766784,1511222400000,0.0285982155306659,741467951.324501,5910630.57601447
35,1370131200000,121.3,1362684200.0,0.0,1442016000000,1.038203585306107,75931677.01254052,800623.2998453851,1370217600000,2.6895,48943935.0,0.0,1513209600000,0.326835240155564,114392334.054448,3381462.23412772,1511308800000,0.0287315492166677,744924903.206561,4912298.82371421
36,1370217600000,121.16,1361765704.0,0.0,1442102400000,0.9386521502557871,68673818.80135794,658895.1959938455,1370304000000,2.7273,49707917.0,0.0,1513296000000,0.323869762230607,113354416.780712,13239579.1465465,1511395200000,0.0279406665612257,724419632.811637,5222693.56006724
37,1370390400000,121.309,1364113640.0,0.0,1442188800000,0.87402296242848,63965969.21105757,739213.7259180878,1370390400000,2.98423,54475788.0,0.0,1513382400000,0.345269207812753,120844222.734463,13806485.4400918,1511481600000,0.0285119374458932,739231013.334716,5653201.55570934
38,1370476800000,121.714,1369233814.0,0.0,1442275200000,0.9418231857274298,68951445.2301325,725816.471124354,1370476800000,2.83148,51772915.0,0.0,1513468800000,0.433549056037159,151742169.613005,17693748.5685844,1511568000000,0.0306147875989473,793751757.583795,6199363.76514505
39,1370563200000,119.0,1339234925.0,0.0,1442361600000,0.9032199195724051,66147947.57992838,629370.0849072988,1370563200000,2.7589,50528575.0,0.0,1513555200000,0.398151625490467,139353068.921663,13086705.2700493,1511654400000,0.0385478736298579,999433438.691236,30963775.9962897
40,1370649600000,110.09,1239395972.0,0.0,1442448000000,0.8830787289063511,64693831.07862287,910704.9512256783,1370649600000,2.5823,47379922.0,0.0,1513641600000,0.451875490859165,158156421.800708,12253744.958762,1511740800000,0.0504690379751281,1308514307.56615,81568060.7251049
41,1370736000000,108.401,1220874393.0,0.0,1442534400000,0.8460709193872474,62003275.12077277,478606.3969218407,1370736000000,2.53026,46505303.0,0.0,1513728000000,0.387331798402805,135566129.440982,10770360.3976445,1511827200000,0.120725683497858,3130063311.79723,341785540.016436
42,1370822400000,99.7497,1123844958.0,0.0,1442620800000,0.8821037996855977,64666306.22983543,387803.6167124918,1370822400000,2.31937,42694276.0,0.0,1513814400000,0.451206301169457,157922205.40931,12732907.734542,1511913600000,0.0926358698508062,2401776731.97084,170782434.03361
43,1370908800000,105.99,1194605341.0,0.0,1442707200000,0.9363277614869444,68666556.12460059,514836.10862474947,1370908800000,2.48252,45767997.0,0.0,1513900800000,0.428625944054276,150019080.418997,14702957.5389063,1512000000000,0.124064710988949,3216634513.08707,123583686.659491
44,1370995200000,108.9,1227904672.0,0.0,1442793600000,0.9010928790890973,66105164.81214318,429253.50431215833,1370995200000,2.39022,44135422.0,0.0,1513987200000,0.640988279822039,224345897.937714,26110215.6204347,1512086400000,0.130849110282103,3392534112.11863,54354032.9357827
45,1371081600000,108.4,1222819750.0,0.0,1442880000000,0.8971422650551497,65835322.779180124,485738.9553869821,1371081600000,2.3539,43539745.0,0.0,1514073600000,0.571485769080935,200020019.178327,16120619.5971485,1512172800000,0.135290045772832,3507674559.84146,42520482.6866604
46,1371168000000,102.769,1159766150.0,0.0,1442966400000,0.8940475222994914,65633959.754653834,204065.40590088838,1371168000000,2.24431,41584043.0,0.0,1514160000000,0.516110799071259,180638779.674941,7702333.71371152,1512259200000,0.131928545432995,3420520703.41699,33634685.3082435
47,1371254400000,98.399,1110902570.0,0.0,1443052800000,0.8160373080893036,59927327.71396765,818263.068224302,1371254400000,2.12094,39364655.0,0.0,1514246400000,0.543293292052107,190152652.218238,10744697.666969,1512345600000,0.136318229854403,3534332361.0504,73582496.3415025
48,1371340800000,99.99,1129287060.0,0.0,1443139200000,0.7405192998515878,54400658.247102216,901151.6190115963,1371340800000,2.0696,38458764.0,0.0,1514332800000,0.535789659885158,187526380.959805,6430125.40305558,1512432000000,0.131266070674367,3403344673.62041,50109378.7410912
49,1371427200000,100.42,1134610433.0,0.0,1443225600000,0.7778014991497727,57158415.438244216,379124.1859007531,1371427200000,2.113,39316388.0,0.0,1514419200000,0.533573049166275,186750567.208196,5652173.76595697,1512518400000,0.128998005781454,3344540395.15708,71389916.560964
50,1371513600000,102.0,1152834600.0,0.0,1443312000000,0.7213584231130563,53028193.82255717,408380.6390382605,1371513600000,2.28174,42517610.0,0.0,1514505600000,0.506375342669138,177231369.934198,5967573.69313698,1512604800000,0.113499775677648,2942716690.04155,63143994.7068038
51,1371600000000,106.55,1204638318.0,0.0,1443398400000,0.5830570046974366,42874816.973063745,1214056.2117823916,1371600000000,2.26624,42300059.0,0.0,1514592000000,0.617943165565106,216280107.947787,9283492.95750535,1512691200000,0.119771110477752,3105314029.77127,72541326.961392
52,1371686400000,107.9,1220273470.0,0.0,1443484800000,0.657832489515796,48389042.902712226,936630.3296074625,1371686400000,2.28867,42800885.0,0.0,1514678400000,0.645972637178712,226090423.012549,11170958.277626,1512777600000,0.122069680246509,3164909210.30234,63562094.4422698
